dzielnica,typ_szkoly,nazwa_szkoly,nazwa_oddzialu,rozszerzenia,jezyki,prog_min,ranking25,srednia22do24
Wilanów,LO,XXXVIII LO im. S. K. Potockiego,"1B1 [O] biol-mat (ang-hisz,niem)",biol-mat,ang-hisz-niem,142.85,75,72.33
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1DN [O] ang-pol-wos (ang-niem),ang-pol-wos,ang-niem,138.20,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1AN [O] fiz-inf-mat (ang-niem),fiz-inf-mat,ang-niem,160.30,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1BR [O] geogr-ang-mat (ang-ros),ang-geogr-mat,ang-ros,123.05,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1AH [O] fiz-inf-mat (ang-hisz),fiz-inf-mat,ang-hisz,162.80,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1CN [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,152.20,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1BH [O] geogr-ang-mat (ang-hisz),ang-geogr-mat,ang-hisz,160.50,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1EN [O] biz-geogr-ang (ang-niem),ang-biz-geogr,ang-niem,144.10,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1EH [O] biz-geogr-ang (ang-hisz),ang-biz-geogr,ang-hisz,150.65,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1DR [O] ang-pol-wos (ang-ros),ang-pol-wos,ang-ros,130.30,65,65.0
Włochy,LO,CLIX LO im. Króla J. III Sobieskiego,1CH [O] biol-chem-ang (ang-hisz),ang-biol-chem,ang-hisz,155.60,65,65.0
Włochy,LO,LXXXIV LO im. Bohaterów Narwiku,1ah [O] geogr-ang-hiszp (ang-hisz),ang-geogr-hiszp,ang-hisz,148.40,,
Włochy,LO,LXXXIV LO im. Bohaterów Narwiku,1an [O] geogr-ang-niem (ang-niem),ang-geogr-niem,ang-niem,127.25,,
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,"1TC [O] Technik mechanik lotniczy (ang-niem,hisz)",Technik mechanik lotniczy,ang-hisz-niem,141.45,,
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,"1Ta [O] Technik awionik (ang-hisz,niem)",Technik awionik,ang-hisz-niem,142.70,,
Włochy,T,Technikum nr 9 Lotnicze im. Bohaterów Narwiku,1Ti [O] Technik informatyk (ang-niem),Technik informatyk,ang-niem,102.00,,
Wola,BS I st.,Branżowa Szkoła Fototechniczna I stopnia,1BF [O] Fotograf (ang),Fotograf,ang,62.00,,
Wola,BS I st.,Branżowa Szkoła I stopnia nr 39,1Wia [I-o] wielozawodowa (ang),wielozawodowa,ang,23.65,,
Wola,BS I st.,Branżowa Szkoła I stopnia nr 6 im. M. Konarskiego,1A [O] Kucharz (ros),Kucharz,ros,19.45,,
Wola,BS I st.,Branżowa Szkoła I stopnia nr 66,1mz [O] Monter zabudowy i robót wykończeniowych w budownictwie (ang*),Monter zabudowy i robót wykończeniowych w budownictwie,ang,47.10,,
Wola,BS I st.,Branżowa Szkoła I stopnia nr 66,1fz [O] Fryzjer (ang*),Fryzjer,ang,47.60,,
Wola,BS I st.,Branżowa Szkoła Samochodowa I stopnia nr 1,1a [O] Mechanik pojazdów samochodowych (ang),Mechanik pojazdów samochodowych,ang,45.55,,
Wola,BS I st.,Branżowa Szkoła Samochodowa I stopnia nr 1,1b [O] Mechanik pojazdów samochodowych (ang),Mechanik pojazdów samochodowych,ang,22.30,,
Wola,LO,CLXI LO im. W. Bartoszewskiego,1BL_hiszp [O] biol-chem-ang (ang-hisz),ang-biol-chem,ang-hisz,134.40,80,89.0
Wola,LO,CLXI LO im. W. Bartoszewskiego,1CL_niem [O] fiz-ang-mat (ang-niem),ang-fiz-mat,ang-niem,52.70,80,89.0
Wola,LO,CLXI LO im. W. Bartoszewskiego,1AL_hiszp [O] geogr-ang-mat (ang-hisz),ang-geogr-mat,ang-hisz,137.75,80,89.0
Wola,LO,CLXI LO im. W. Bartoszewskiego,1BL_niem [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,92.10,80,89.0
Wola,LO,CLXI LO im. W. Bartoszewskiego,1CL_hiszp [O] fiz-ang-mat (ang-hisz),ang-fiz-mat,ang-hisz,109.95,80,89.0
Wola,LO,CLXI LO im. W. Bartoszewskiego,1AL_niem [O] geogr-ang-mat (ang-niem),ang-geogr-mat,ang-niem,102.10,80,89.0
Wola,LO,CXIX LO im. J. Kuronia,1AN [O] hist-ang-wos (ang-niem),ang-hist-wos,ang-niem,139.20,83,88.0
Wola,LO,CXIX LO im. J. Kuronia,1AF [O] hist-ang-wos (ang-fra),ang-hist-wos,ang-fra,143.90,83,88.0
Wola,LO,CXIX LO im. J. Kuronia,1BN [O] biol-chem (ang-niem),biol-chem,ang-niem,140.65,83,88.0
Wola,LO,CXIX LO im. J. Kuronia,1BF [O] biol-chem (ang-fra),biol-chem,ang-fra,140.70,83,88.0
Wola,LO,CXIX LO im. J. Kuronia,1CF [O] geogr-ang-mat (ang-fra),ang-geogr-mat,ang-fra,140.20,83,88.0
Wola,LO,CXIX LO im. J. Kuronia,1CN [O] geogr-ang-mat (ang-niem),ang-geogr-mat,ang-niem,144.50,83,88.0
Wola,LO,CXXV LO im. W. Milewicza,1La [O] geogr-ang-hiszp (ang-hisz),ang-geogr-hiszp,ang-hisz,103.05,,
Wola,LO,CXXV LO im. W. Milewicza,"1Lb [O] ang-pol-wos (ang-hisz,niem,ros)",ang-pol-wos,ang-hisz-niem-ros,103.05,,
Wola,LO,CXXV LO im. W. Milewicza,"1Lc [O] biol-ang (ang-hisz,niem,ros)",ang-biol,ang-hisz-niem-ros,89.15,,
Wola,LO,CXXV LO im. W. Milewicza,"1Ld [PW] hist-ang (ang-hisz,niem,ros)",ang-hist,ang-hisz-niem-ros,75.00,,
Wola,LO,III LO im. gen. J. Sowińskiego,1A [O] hist-hiszp-pol (hisz*-ang),hist-hiszp-pol,ang-hisz,141.85,78,65.33
Wola,LO,III LO im. gen. J. Sowińskiego,1D [O] biol-chem-ang (ang-niem*),ang-biol-chem,ang-niem,156.40,78,65.33
Wola,LO,III LO im. gen. J. Sowińskiego,1E [O] fiz-inf-mat (ang-fra*),fiz-inf-mat,ang-fra,148.70,78,65.33
Wola,LO,III LO im. gen. J. Sowińskiego,1C [O] inf-ang-mat (ang-ros*),ang-inf-mat,ang-ros,147.70,78,65.33
Wola,LO,III LO im. gen. J. Sowińskiego,1B [O] geogr-ang-mat (ang-hisz*),ang-geogr-mat,ang-hisz,162.00,78,65.33
Wola,LO,"LXXXVI LO im. Batalionu ""Zośka""","1a [O] hist-ang-pol (ang-fra,hisz)",ang-hist-pol,ang-fra-hisz,121.95,,
Wola,LO,"LXXXVI LO im. Batalionu ""Zośka""",1b [O] fiz-ang-mat (ang-hisz*),ang-fiz-mat,ang-hisz,89.90,,
Wola,LO,"LXXXVI LO im. Batalionu ""Zośka""","1c [O] biol-geogr-ang (ang-hisz,niem)",ang-biol-geogr,ang-hisz-niem,127.30,,
Wola,LO,LXXXVIII LO im. M. Konarskiego,1LC [O] chem-ang (ang-niem),ang-chem,ang-niem,48.95,,
Wola,LO,LXXXVIII LO im. M. Konarskiego,1LA [O] ang-mat (ang-niem),ang-mat,ang-niem,85.25,,
Wola,LO,LXXXVIII LO im. M. Konarskiego,1LB [O] hist-ang (ang-niem),ang-hist,ang-niem,88.30,,
Wola,T,Technikum Budowlane nr 5 im. prof. S. Bryły,1wt [O] Technik robót wykończeniowych w budownictwie (ang-niem*),Technik robót wykończeniowych w budownictwie,ang-niem,49.40,,
Wola,T,Technikum Budowlane nr 5 im. prof. S. Bryły,1st [O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem*),Technik urządzeń i systemów energetyki odnawialnej,ang-niem,60.80,,
Wola,T,Technikum Budowlane nr 5 im. prof. S. Bryły,1at [O] Technik budownictwa (ang-niem*),Technik budownictwa,ang-niem,43.25,,
Wola,T,Technikum Budowlane nr 5 im. prof. S. Bryły,1kt [O] Technik architektury krajobrazu (ang-niem*),Technik architektury krajobrazu,ang-niem,45.75,,
Wola,T,Technikum Elektroniczne nr 1,1A [O] Technik elektronik (ang-niem*),Technik elektronik,ang-niem,101.55,,
Wola,T,Technikum Elektroniczne nr 1,1B [O] Technik mechatronik (ang-niem*),Technik mechatronik,ang-niem,143.45,,
Wola,T,Technikum Elektroniczne nr 1,1DEF [O] Technik informatyk (ang-niem*),Technik informatyk,ang-niem,67.85,,
Wola,T,Technikum Elektroniczne nr 1,1C [O] Technik programista (ang-niem*),Technik programista,ang-niem,142.85,,
Wola,T,Technikum Fototechniczne,1CAN [O] Technik fotografii i multimediów (ang-niem),Technik fotografii i multimediów,ang-niem,108.55,,
Wola,T,Technikum Fototechniczne,1TF [O] Technik fotografii i multimediów (ang-niem),Technik fotografii i multimediów,ang-niem,72.35,,
Wola,T,Technikum Fototechniczne,"1TA,B [O] Technik fotografii i multimediów (ang-niem)",Technik fotografii i multimediów,ang-niem,48.85,,
Wola,T,Technikum nr 23 im. F. Skarbka,1Ta [O] Technik ortopeda (ang*-niem),Technik ortopeda,ang-niem,54.85,,
Wola,T,Technikum nr 26,1TŻ [O] Technik żywienia i usług gastronomicznych (ang-niem),Technik żywienia i usług gastronomicznych,ang-niem,29.95,,
Wola,T,Technikum nr 26,1TH [O] Technik hotelarstwa (ros-ang),Technik hotelarstwa,ang-ros,51.40,,
Wola,T,Technikum nr 29,"1Ra/b [O] Technik reklamy (ang-fra,niem,ros)",Technik reklamy,ang-fra-niem-ros,48.90,,
Wola,T,Technikum nr 29,"1Ta/b [O] Technik organizacji turystyki (ang-fra,niem,ros)",Technik organizacji turystyki,ang-fra-niem-ros,26.75,,
Wola,T,Technikum nr 3 im. L. Krzywickiego,"1Ta [O] Technik ekonomista (ang-hisz,niem,ros)",Technik ekonomista,ang-hisz-niem-ros,38.60,,
Wola,T,Technikum nr 3 im. L. Krzywickiego,"1Tb [O] Technik logistyk (ang-hisz,niem,ros)",Technik logistyk,ang-hisz-niem-ros,54.65,,
Wola,T,Technikum nr 3 im. L. Krzywickiego,"1Tc [O] Technik logistyk (ang-hisz,niem,ros)",Technik logistyk,ang-hisz-niem-ros,37.25,,
Wola,T,Technikum Samochodowe nr 2 im. Cz. Orłowskiego,1TM [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,62.60,,
Wola,T,Technikum Samochodowe nr 2 im. Cz. Orłowskiego,1VE [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,61.50,,
Wola,T,Technikum Samochodowe nr 2 im. Cz. Orłowskiego,1PK [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,85.30,,
Wola,T,Technikum Samochodowe nr 2 im. Cz. Orłowskiego,1BY [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,91.20,,
Wola,LO,XCII LO z Oddziałami Integracyjnymi,"1Ai [I-o] biol (ang-niem,hisz)",biol,ang-hisz-niem,88.50,,
Wola,LO,XCII LO z Oddziałami Integracyjnymi,1Bi [I-o] geogr-wos (ang-niem),geogr-wos,ang-niem,83.20,,
Wola,LO,XCII LO z Oddziałami Integracyjnymi,1Ci [I-o] geogr-wos (ang-hisz),geogr-wos,ang-hisz,94.50,,
Wola,LO,XII LO im. Henryka Sienkiewicza,"1C [O] biol-chem (ang-fra,hisz)",biol-chem,ang-fra-hisz,158.85,50,48.0
Wola,LO,XII LO im. Henryka Sienkiewicza,"1D [O] hist-pol-wos (ang-ros,wlo)",hist-pol-wos,ang-ros-wlo,144.45,50,48.0
Wola,LO,XII LO im. Henryka Sienkiewicza,"1B [O] geogr-ang-mat (ang-hisz,niem)",ang-geogr-mat,ang-hisz-niem,159.80,50,48.0
Wola,LO,XII LO im. Henryka Sienkiewicza,"1A [O] fiz-inf-mat (ang-fra,niem)",fiz-inf-mat,ang-fra-niem,159.50,50,48.0
Wola,LO,XL LO z Oddziałami Dwujęzycznymi im. S. Żeromskiego,"1B [O] biol-chem (ang-hisz,niem)",biol-chem,ang-hisz-niem,170.05,15,13.67
Wola,LO,XL LO z Oddziałami Dwujęzycznymi im. S. Żeromskiego,"1C [O] biol-chem-mat (ang-hisz,niem)",biol-chem-mat,ang-hisz-niem,174.20,15,13.67
Wola,LO,XL LO z Oddziałami Dwujęzycznymi im. S. Żeromskiego,"1A [O] fiz-mat (ang-hisz,niem)",fiz-mat,ang-hisz-niem,170.30,15,13.67
Wola,LO,XL LO z Oddziałami Dwujęzycznymi im. S. Żeromskiego,"1E [D] hist-pol-wos (ang-hisz,niem)",hist-pol-wos,ang-hisz-niem,164.09,15,13.67
Wola,LO,XL LO z Oddziałami Dwujęzycznymi im. S. Żeromskiego,"1F [O] geogr-ang-mat (ang-hisz,niem)",ang-geogr-mat,ang-hisz-niem,172.15,15,13.67
Wola,LO,XLV LO im. R. Traugutta,1A [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,86.40,,
Wola,LO,XLV LO im. R. Traugutta,1D [O] inf-ang-mat (ang-niem),ang-inf-mat,ang-niem,130.45,,
Wola,LO,XLV LO im. R. Traugutta,1E [O] geogr-hist-ang (ang-hisz),ang-geogr-hist,ang-hisz,123.05,,
Wola,LO,XXIV LO im. C. K. Norwida,1Cn [O] geogr-ang-mat (ang-niem),ang-geogr-mat,ang-niem,159.40,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1An [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,150.80,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Cf [O] geogr-ang-mat (ang-fra),ang-geogr-mat,ang-fra,150.65,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Af [O] biol-chem-ang (ang-fra),ang-biol-chem,ang-fra,150.35,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Bf [O] hist-pol-wos (ang-fra),hist-pol-wos,ang-fra,130.65,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Df [O] fiz-ang-mat (ang-fra),ang-fiz-mat,ang-fra,146.85,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Bn [O] hist-pol-wos (ang-niem),hist-pol-wos,ang-niem,144.20,44,37.33
Wola,LO,XXIV LO im. C. K. Norwida,1Dn [O] fiz-ang-mat (ang-niem),ang-fiz-mat,ang-niem,159.10,44,37.33
Wola,LO,XXX LO im. J. Śniadeckiego,"1B [O] geogr-ang-mat (ang-fra,hisz*,niem,ros,wlo)",ang-geogr-mat,ang-fra-hisz-niem-ros-wlo,153.55,57,74.33
Wola,LO,XXX LO im. J. Śniadeckiego,"1C [O] biol-chem-ang (ang-fra,hisz*,niem,ros,wlo)",ang-biol-chem,ang-fra-hisz-niem-ros-wlo,151.50,57,74.33
Wola,LO,XXX LO im. J. Śniadeckiego,"1E [D] geogr-wos (ang-fra,hisz*,niem,ros,wlo)",geogr-wos,ang-fra-hisz-niem-ros-wlo,163.14,57,74.33
Wola,LO,XXX LO im. J. Śniadeckiego,1D2 [O] ang-niem-wos (ang-niem),ang-niem-wos,ang-niem,127.85,57,74.33
Wola,LO,XXX LO im. J. Śniadeckiego,1D1 [O] ang-hiszp-wos (ang-hisz),ang-hiszp-wos,ang-hisz,145.20,57,74.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,"1MA_O [D] fiz-mat (ang-hisz*,niem*)",fiz-mat,ang-hisz-niem,193.32,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,"1MA_A [D] fiz-mat (ang-hisz*,niem*)",fiz-mat,ang-hisz-niem,192.39,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,1LH [D] geogr-hiszp-pol (ang-hisz),geogr-hiszp-pol,ang-hisz,179.57,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,1LN [D] geogr-niem-pol (ang-niem),geogr-niem-pol,ang-niem,174.99,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,"1P [D] biol-chem-mat (ang-hisz*,niem*)",biol-chem-mat,ang-hisz-niem,192.29,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,"1G [D] geogr-mat (ang-hisz*,niem*)",geogr-mat,ang-hisz-niem,187.87,11,12.33
Wola,LO,XXXIII LO Dwujęzyczne im. M. Kopernika,"1MYP [M] (ang-fra*,hisz*,niem*)",brak rozszerzeń,ang-fra-hisz-niem,201.07,11,12.33
Żoliborz,BS I st.,Branżowa Szkoła I stopnia nr 11,1EM [O] Elektromechanik pojazdów samochodowych (ang),Elektromechanik pojazdów samochodowych,ang,40.85,,
Żoliborz,BS I st.,Branżowa Szkoła I stopnia nr 11,1MPS [O] Mechanik pojazdów samochodowych (ang),Mechanik pojazdów samochodowych,ang,52.35,,
Żoliborz,BS I st.,Branżowa Szkoła I stopnia nr 11,1KM [O] Kierowca mechanik (ang),Kierowca mechanik,ang,34.20,,
Żoliborz,BS I st.,Branżowa Szkoła I stopnia nr 11,1LAK [O] Lakiernik samochodowy (ang),Lakiernik samochodowy,ang,50.70,,
Żoliborz,BS I st.,Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65,1pzj [O] Złotnik-jubiler (ang),Złotnik-jubiler,ang,43.80,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1A-hiszp [O] hist-h.szt.-pol (ang-hisz),h.szt.-hist-pol,ang-hisz,115.50,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1D-niem [O] h.szt.-ang-pol (ang-niem),ang-h.szt.-pol,ang-niem,90.55,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1C [O] biol-ang-wos (ang-niem),ang-biol-wos,ang-niem,88.35,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1A-niem [O] hist-h.szt.-pol (ang-niem),h.szt.-hist-pol,ang-niem,77.55,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1Ai [I-o] hist-h.szt.-pol (ang-hisz),h.szt.-hist-pol,ang-hisz,86.30,,
Żoliborz,LO,CXIV LO im. J. Kilińskiego,1D-hiszp [O] h.szt.-ang-pol (ang-hisz),ang-h.szt.-pol,ang-hisz,127.40,,
Żoliborz,LO,I LO z Oddziałami Integracyjnymi im. B. Limanowskiego,1D [I-o] hist-h.szt.-pol (ang-hisz*),h.szt.-hist-pol,ang-hisz,141.65,64,71.0
Żoliborz,LO,I LO z Oddziałami Integracyjnymi im. B. Limanowskiego,"1F [O] biol-chem-ang (ang-hisz*,niem*)",ang-biol-chem,ang-hisz-niem,147.90,64,71.0
Żoliborz,LO,I LO z Oddziałami Integracyjnymi im. B. Limanowskiego,"1E [O] geogr-ang-mat (ang-hisz*,niem*)",ang-geogr-mat,ang-hisz-niem,154.30,64,71.0
Żoliborz,LO,I LO z Oddziałami Integracyjnymi im. B. Limanowskiego,"1G [O] geogr-ang-wos (ang*-hisz*,niem*)",ang-geogr-wos,ang-hisz-niem,146.90,64,71.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1A [O] ang (ang-ros*),ang,ang-ros,174.40,6,13.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1B [O] niem (niem*-ang),niem,ang-niem,174.90,6,13.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1D [O] hiszp (hisz*-ang),hiszp,ang-hisz,178.75,6,13.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1C [O] franc (fra*-ang),franc,ang-fra,173.45,6,13.0
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1A [O] Technik elektronik (ang-niem*,hisz*)",Technik elektronik,ang-hisz-niem,81.60,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1D [O] Technik informatyk (ang-hisz*),Technik informatyk,ang-hisz,113.50,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1IJ/urz.dźwig. [O] Technik urządzeń dźwigowych (ang-niem*,ros*)",Technik urządzeń dźwigowych,ang-niem-ros,68.80,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1F [O] Technik programista (ang-hisz*),Technik programista,ang-hisz,138.20,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1C [O] Technik informatyk (ang-niem*),Technik informatyk,ang-niem,96.70,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1H [O] Technik elektryk (ang-niem*,ros*)",Technik elektryk,ang-niem-ros,97.25,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1IJ/teleinformatyk [O] Technik teleinformatyk (ang-niem*,ros*)",Technik teleinformatyk,ang-niem-ros,29.35,,
Żoliborz,T,Technikum Elektryczne nr 2 im. Synów Pułku,1a [O] Technik elektryk (ang-niem),Technik elektryk,ang-niem,57.40,,
Żoliborz,T,Technikum Mechaniczne nr 7 im. J. Kilińskiego,1TR [O] Technik reklamy (ang-niem),Technik reklamy,ang-niem,60.35,,
Żoliborz,T,Technikum Samochodowe nr 3,1b [O] Technik pojazdów samochodowych (ang-ros),Technik pojazdów samochodowych,ang-ros,57.90,,
Żoliborz,T,Technikum Samochodowe nr 3,1a [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,69.80,,
Żoliborz,T,Technikum Samochodowe nr 3,1d [O] Technik logistyk (ang-niem),Technik logistyk,ang-niem,54.85,,
Żoliborz,T,Technikum Samochodowe nr 3,1c [O] Technik mechatronik (ang-niem),Technik mechatronik,ang-niem,24.25,,
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,1E [O] biol-chem-mat (ang-fra),biol-chem-mat,ang-fra,154.85,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,1C [O] geogr-hist-wos (ang-fra),geogr-hist-wos,ang-fra,149.70,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,"1B [O] geogr-ang-mat (ang-hisz,fra)",ang-geogr-mat,ang-fra-hisz,164.80,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,0A [DW] (fra-ang),brak rozszerzeń,ang-fra,163.50,40,33.67
